"","dept","course_num","title","time","dist","semester"
"823","theater-studies","THST 231","Chekhov in Performance","TTh 1:30pm-3:20pm","HU","fall"
"824","theater-studies","THST 300","The Director and the Text I","MW 1:30pm-3:20pm","HU","fall"
"825","theater-studies","THST 315","Acting Shakespeare","F 1:30pm-5:20pm","HU","fall"
"826","theater-studies","THST 318","AnalyzingDirectingand Performing Early Opera","Th 4pm-5:50pm","HU","spring"
"827","theater-studies","THST 320","Playwriting","T 2:30pm-5pm","not specified","spring"
"828","theater-studies","THST 322","Advanced Playwriting","MW 1:30pm-3:20pm","not specified","spring"
"829","theater-studies","THST 335","West African Dance: Traditional to Contemporary","TTh 1:30pm-3:20pm","HU","fall"
"830","theater-studies","THST 343","Public Speaking","TTh 10:30am-12:20pm","not specified","spring"
"831","theater-studies","THST 376","Digital Media in Performance","TTh 2:30pm-3:45pm","HU","fall"
"832","theater-studies","THST 401","Conceptual Sound Design for Theater","MW 3:30pm-5:20pm","not specified","fall"
"833","theater-studies","THST 410","Choreographing Theater","MW 10:30am-12:20pm","HU","fall"
"834","theater-studies","THST 413","Structures of Comic Performance","HTBA","WR","spring"
"835","theater-studies","THST 414","Lyric Writing for Musical Theater","F 11:30am-1:20pm","HU","fall"
"836","theater-studies","THST 437","Playwriting Workshop behind Bars: Sacred Texts and Social Justice","M 6:30pm-9pm","HU","fall"
"837","theater-studies","THST 442","Scene Study","TTh 10:30am-12:20pm","HU","spring"
"838","theater-studies","THST 471","Directed Independent Study","HTBA","not specified","fall"
"839","theater-studies","THST 491","Senior Project in Theater Studies","W 9:25am-11:15am","not specified","both"
"840","germanic-languages-literatures","DUTC 130","Intermediate Dutch I","MW 4:10pm-6pm","L3","fall"
"841","germanic-languages-literatures","DUTC 140","Intermediate Dutch II","HTBA","L4","spring"
"842","germanic-languages-literatures","DUTC 150","Advanced Dutch","T 1:10pm-3:40pm","L5","fall"
"843","germanic-languages-literatures","GMAN 158","Reading Yiddish","TTh 11:35am-12:50pm","not specified","both"
"844","germanic-languages-literatures","GMAN 231","Twentieth-Century German-Jewish Thought","T 2:30pm-4:20pm","HU","fall"
"845","germanic-languages-literatures","GMAN 314","Contemporary Critical Theory","M 3:30pm-5:20pm","SO","fall"
"846","germanic-languages-literatures","GMAN 317","Martin Heidegger","W 3:30pm-5:20pm","HU","spring"
"847","germanic-languages-literatures","GMAN 389","Hegel and Dialectical Thought","W 3:30pm-5:20pm","HU","fall"
"848","germanic-languages-literatures","GMAN 110","Elementary German I","not listed","L1","both"
"849","germanic-languages-literatures","GMAN 120","Elementary German II","not listed","L2","both"
"850","germanic-languages-literatures","GMAN 125","Intensive German I","MTWTh 9:25am-11:15am; F 9:25am-10:15am","L1","fall"
"851","germanic-languages-literatures","GMAN 130","Intermediate German I","not listed","L3","both"
"852","germanic-languages-literatures","GMAN 140","Intermediate German II","not listed","L4","both"
"853","germanic-languages-literatures","GMAN 145","Intensive German II","MTWTh 9:25am-11:15am; F 9:25am-10:15am","L3","spring"
"854","germanic-languages-literatures","GMAN 150","Advanced German I","not listed","L5","both"
"855","germanic-languages-literatures","GMAN 160","German CultureHistoryand Politics in Text and Film","TTh 11:35am-12:50pm","L5","spring"
"856","germanic-languages-literatures","GMAN 162","Contemporary German Culture","TTh 11:35am-12:50pm","L5","fall"
"857","germanic-languages-literatures","GMAN 172","Introduction to German Theater","MW 11:35am-12:50pm","L5","spring"
"858","germanic-languages-literatures","GMAN 173","Introduction to German Lyric Poetry","MW 11:35am-12:50pm","L5","fall"
"859","germanic-languages-literatures","GMAN 226","Faust","TTh 11:35am-12:50pm","HU","fall"
"860","germanic-languages-literatures","GMAN 240","German Modernism","MW 9am-10:15am","HU","fall"
"861","germanic-languages-literatures","GMAN 276","SatireIronyand Parody","MW 11:35am-12:50pm","HU","fall"
"862","germanic-languages-literatures","GMAN 311","The Age of Goethe","MF 1pm-2:15pm","WR","spring"
"863","germanic-languages-literatures","GMAN 326","Franz Kafka and Thomas Mann","TTh 2:30pm-3:45pm","HU","fall"
"864","germanic-languages-literatures","GMAN 327","Around Kafka","W 1:30pm-3:20pm","HU","spring"
"865","germanic-languages-literatures","GMAN 333","Medieval German Lyric","Th 3:30pm-5:20pm","HU","spring"
"866","germanic-languages-literatures","GMAN 345","Fiction and Knowledge","M 1:30pm-3:20pm","HU","spring"
"867","germanic-languages-literatures","GMAN 357","Nietzsche and His Readers","T 3:30pm-5:20pm","HU","spring"
"868","germanic-languages-literatures","GMAN 358","Georg Lukács: Literature and Politics","Th 1:30pm-3:20pm","HU","fall"
"869","germanic-languages-literatures","GMAN 362","The Question of Form","W 1:30pm-3:20pm","HU","fall"
"870","germanic-languages-literatures","GMAN 364","Illegitimacy","W 3:30pm-5:20pm","HU","spring"
"871","germanic-languages-literatures","GMAN 369","Text and Image: The Double of Interpretation","Th 1:30pm-3:20pm","HU","spring"
"872","germanic-languages-literatures","GMAN 374","Walter Benjamin and the Modernization of Nineteenth-Century Paris","M 3:30pm-5:20pm","HU","spring"
"873","germanic-languages-literatures","GMAN 381","Kant's <em>Critique of Pure Reason</em>","not listed","HU","fall"
"874","germanic-languages-literatures","GMAN 416","Novels of the Institution","T 3:30pm-5:20pm","HU","fall"
"875","germanic-languages-literatures","GMAN 456","Interpretation and Authority","M 1:30pm-3:20pm","HU","fall"
"876","germanic-languages-literatures","GMAN 100","German for Reading","not listed","not specified","fall"
"877","germanic-languages-literatures","GMAN 478","Directed Readings or Individual Research in Germanic Languages and Literatures","HTBA","not specified","both"
"878","germanic-languages-literatures","GMAN 492","The Senior Essay Tutorial","HTBA","not specified","fall"
"879","east-asian-studies","EAST 030","Tokyo","TTh 1pm-2:15pm","WR","fall"
"880","east-asian-studies","EAST 032","Shanghai","TTh 1pm-2:15pm","WR","fall"
"881","east-asian-studies","EAST 170","Chinese CultureSocietyand History","MWF 9:25am-10:15am","SO","spring"
"882","east-asian-studies","EAST 301","The Making of Japan's Great Peace1550–1850","TTh 2:30pm-3:20pm","HU","spring"
"883","east-asian-studies","EAST 309","Uses of the Past in Modern China","not listed","WR","spring"
"884","east-asian-studies","EAST 338","The Next China","MW 10:30am-11:20am","SO","fall"
"885","east-asian-studies","EAST 351","China-Africa Encounters","W 1:30pm-3:20pm","SO","spring"
"886","east-asian-studies","EAST 358","China in the World","MW 1pm-2:15pm","HU","spring"
"887","east-asian-studies","EAST 375","China from Mao to Now","MW 11:35am-12:50pm","HU","spring"
"888","east-asian-studies","EAST 417","HubsMobilitiesand World Cities","T 1:30pm-3:20pm","SO","fall"
"889","east-asian-studies","EAST 454","Economic and Policy Lessons from Japan","T 3:30pm-5:20pm","SO","spring"
"890","east-asian-studies","EAST 462","The Politics and Political Economy of East Asia","T 1:30pm-3:20pm","SO","spring"
"891","east-asian-studies","EAST 463","North Korea through Film","W 7pm-9pm; Th 3:30pm-5:20pm","HU","fall"
"892","east-asian-studies","EAST 464","Japan and the Ocean1600 to the Present","Th 3:30pm-5:20pm","WR","spring"
"893","east-asian-studies","EAST 465","Writing and Textual Culture in China and Beyond","not listed","WR","spring"
"894","east-asian-studies","EAST 480","One-Term Senior Essay","HTBA","not specified","both"
"895","east-asian-studies","EAST 491","Senior Research Project","HTBA","not specified","fall"
"896","east-asian-studies","ANTH 397","Archaeology of East Asia","T 9:25am-11:15am","SO","spring"
"897","east-asian-studies","CHNS 170","Introduction to Literary Chinese I","TTh 9am-10:15am","L5","fall"
"898","east-asian-studies","CHNS 171","Introduction to Literary Chinese II","MW 11:35am-12:50pm","L5","spring"
"899","east-asian-studies","EALL 200","The Chinese Tradition","MW 10:30am-11:20am","HU","fall"
"900","east-asian-studies","EALL 203","The Tale of Genji","TTh 9am-10:15am","HU","spring"
"901","east-asian-studies","EALL 211","Women and Literature in Traditional China","TTh 1pm-2:15pm","HU","fall"
"902","east-asian-studies","EALL 303","Readings in Classical Chinese Poetry","W 1:30pm-3:20pm","HU","fall"
"903","east-asian-studies","HIST 308","History and Politics in Early China","T 3:30pm-5:20pm","WR","not specified"
"904","east-asian-studies","HIST 373","The Silk Road","TTh 1pm-2:15pm","HU","spring"
"905","east-asian-studies","HIST 379","History of Chinese Science","not listed","WR","fall"
"906","east-asian-studies","HSAR 142","Introduction to the History of Art: The Classical Buddhist World","MW 11:35am-12:25pm","HU","fall"
"907","east-asian-studies","HSAR 351","Chinese Landscape Painting","MW 11:35am-12:25pm","HU","spring"
"908","east-asian-studies","HSAR 357","Art and Architecture of Japan","TTh 1pm-2:15pm","HU","both"
"909","east-asian-studies","HSAR 453","Textiles of Asia800–1800 C.E.","W 1:30pm-3:20pm","HU","fall"
"910","east-asian-studies","HSAR 483","Chinese Funerary Art","W 3:30pm-5:20pm","HU","fall"
"911","east-asian-studies","JAPN 171","Readings in Literary Japanese","MW 9am-10:15am","L5","spring"
"912","east-asian-studies","RLST 134","Buddhism in China and Japan","MW 11:35am-12:25pm","HU","fall"
"913","east-asian-studies","ANTH 170","Chinese CultureSocietyand History","not listed","SO","spring"
"914","east-asian-studies","ANTH 234","Disability and Culture","HTBA","SO","spring"
"915","east-asian-studies","ANTH 254","Japan: CultureSocietyModernity","TTh 9am-10:15am","WR","fall"
"916","east-asian-studies","ANTH 355","China-Africa Encounters","not listed","SO","spring"
"917","east-asian-studies","ANTH 414","HubsMobilitiesand World Cities","not listed","SO","fall"
"918","east-asian-studies","EALL 271","Japanese Cinema after 1960","MW 2:30pm-3:45pm; T 7pm-9pm","HU","fall"
"919","east-asian-studies","EALL 280","East Asian Martial Arts Film","MW 2:30pm-3:45pm","HU","spring"
"920","east-asian-studies","EALL 300","Sinological Methods","Th 2:30pm-4:20pm","HU","spring"
"921","east-asian-studies","EALL 351","Advanced Readings in Modern Chinese Literature","W 3:30pm-5:30pm","HU","fall"
"922","east-asian-studies","HIST 366","History of Cities in Modern Asia","TTh 1:30pm-2:20pm","HU","fall"
"923","ecology-evolutionary-biology","E&EB 106","Biology of MalariaLymeand Other Vector-Borne Diseases","MW 1pm-2:15pm","SC","fall"
"924","ecology-evolutionary-biology","E&EB 115","Conservation Biology","MW 10:30am-11:20am","SC","fall"
"925","ecology-evolutionary-biology","E&EB 125","History of Life","TTh 11:35am-12:50pm","SC","spring"
"926","ecology-evolutionary-biology","E&EB 145","Plants and People","MWF 10:30am-11:20am","SC","spring"
"927","ecology-evolutionary-biology","E&EB 210","Introduction to Statistics: Life Sciences","TTh 1pm-2:15pm","QR","fall"
"928","ecology-evolutionary-biology","E&EB 246","Plant Diversity and Evolution","MW 1pm-2:15pm","SC","fall"
"929","ecology-evolutionary-biology","E&EB 247","Laboratory for Plant Diversity and Evolution","T 1pm-5pm","SC","not specified"
"930","ecology-evolutionary-biology","E&EB 250","Biology of Terrestrial Arthropods","TTh 11:35am-12:50pm","SC","fall"
"931","ecology-evolutionary-biology","E&EB 251","Laboratory for Biology of Terrestrial Arthropods","W 1:30pm-4:30pm","SC","not specified"
"932","ecology-evolutionary-biology","E&EB 272","Ornithology","MWF 9:25am-10:15am","SC","spring"
"933","ecology-evolutionary-biology","E&EB 273","Laboratory for Ornithology","T 1:30pm-4:30pm","SC","not specified"
"934","ecology-evolutionary-biology","E&EB 220","General Ecology","MWF 10:30am-11:20am","SC","fall"
"935","ecology-evolutionary-biology","E&EB 223","EvolutionFunctional Traitsand the Tree of Life","HTBA","SC","not specified"
"936","ecology-evolutionary-biology","E&EB 225","Evolutionary Biology","TTh 10:30am-11:20am","SC","spring"
"937","ecology-evolutionary-biology","E&EB 235","Evolution and Medicine","not listed","WR","fall"
"938","ecology-evolutionary-biology","E&EB 275","Biological Oceanography","TTh 11:35am-12:50pm","SC","spring"
"939","ecology-evolutionary-biology","E&EB 290","Comparative Anatomy of Vertebrates","MWF 11:35am-12:25pm","SC","spring"
"940","ecology-evolutionary-biology","E&EB 291","Comparative Anatomy of Vertebrates Laboratory","not listed","SC","not specified"
"941","ecology-evolutionary-biology","E&EB 320","Advanced Ecology","TTh 1pm-2:15pm","SC","spring"
"942","ecology-evolutionary-biology","E&EB 380","Life History Evolution","TTh 11:35am-12:50pm","SC","spring"
"943","ecology-evolutionary-biology","E&EB 428","Science of Complex Systems","MW 9am-10:15am","QR","fall"
"944","ecology-evolutionary-biology","E&EB 460","Studies in Evolutionary Medicine I","TTh 4pm-5:15pm","SC","spring"
"945","ecology-evolutionary-biology","E&EB 461","Studies in Evolutionary Medicine II","TTh 4pm-5:15pm","SC","fall"
"946","ecology-evolutionary-biology","E&EB 469","Tutorial","HTBA","not specified","both"
"947","ecology-evolutionary-biology","E&EB 470","Senior Tutorial","HTBA","not specified","both"
"948","ecology-evolutionary-biology","E&EB 474","Research","HTBA","not specified","both"
"949","ecology-evolutionary-biology","E&EB 475","Senior Research","HTBA","not specified","both"
"950","ecology-evolutionary-biology","E&EB 495","Intensive Senior Research","HTBA","not specified","fall"
"951","economics","ECON 108","Quantitative Foundations of Microeconomics","not listed","QR","both"
"952","economics","ECON 110","An Introduction to Microeconomic Analysis","not listed","QR","fall"
"953","economics","ECON 111","An Introduction to Macroeconomic Analysis","not listed","SO","spring"
"954","economics","ECON 115","Introductory Microeconomics","not listed","QR","both"
"955","economics","ECON 116","Introductory Macroeconomics","not listed","QR","both"
"956","economics","ECON 121","Intermediate Microeconomics","not listed","QR","both"
"957","economics","ECON 122","Intermediate Macroeconomics","MW 11:35am-12:50pm","QR","both"
"958","economics","ECON 125","Microeconomic Theory","MW 1pm-2:15pm","QR","fall"
